hike_name,hike_url,difficulty,overall_rating,area,traffic_level,distance,elevation,loop,out_and_back,point_to_point,latitude,longitude,dog_friendly,kid_friendly,camping,waterfall,river,lake,wildflowers,wildlife,backpacking,bird_watching,hike_id
Cedar Mountain Preserve Trail,https://www.alltrails.com/trail/us/texas/cedar-mountain-preserve-trail?ref=result-card,1,3.5,Cedar Ridge Preserve,2,1.9,124.0,1,0,0,32.61431,-96.97041,0,1,0,0,0,0,0,0,0,1,Texashike754
"Santa Ana Loop Trail to North Lake, East Lake, and West Lake",https://www.alltrails.com/trail/us/texas/santa-ana-loop-trail-to-north-lake-east-lake-and-west-lake?ref=result-card,1,4.5,Santa Ana National Wildlife Refuge,2,7.6,49.0,1,0,0,26.08211,-98.13567,0,0,0,0,0,1,1,1,0,1,Texashike755
Lone Star Hiking Trail: Big Creek Section 10,https://www.alltrails.com/trail/us/texas/lone-star-hiking-trail-big-creek-section-10?ref=result-card,1,4.5,"Coldspring, Texas",1,5.78,226,0,1,0,30.49303,-95.11872,1,0,0,0,0,0,0,1,0,0,Texashike756
Bringle Lake Park Full Loop,https://www.alltrails.com/trail/us/texas/bringle-lake-park-full-loop?ref=result-card,1,4.5,Bringle Lake Wilderness Area,1,6.8,252.0,1,0,0,33.49513,-94.09702,1,1,0,0,0,1,0,1,0,0,Texashike757
Walnut Grove Trail from Blue Stem Trailhead,https://www.alltrails.com/trail/us/texas/walnut-grove-trail-from-blue-stem-trailhead?ref=result-card,1,3.5,Bob Jones Nature Center,1,4.0,111.0,0,1,0,32.98605,-97.15651,1,1,0,0,0,1,0,0,0,0,Texashike758
South Lakes Park Trail,https://www.alltrails.com/trail/us/texas/south-lakes-park-trail?ref=result-card,1,4.0,South Lakes Park,2,1.6,16.0,1,0,0,33.17794,-97.12733,1,1,0,0,0,1,1,1,0,1,Texashike759
Leon Creek Greenway Trail: Pearsall Park,https://www.alltrails.com/trail/us/texas/leon-creek-greenway-trail-pearsall-park?ref=result-card,1,4.0,Pearsall Park,2,2.9,75.0,0,1,0,29.3624,-98.59095,1,1,0,0,0,0,0,0,0,0,Texashike760
Woodway Trail,https://www.alltrails.com/trail/us/texas/woodway-trail?ref=result-card,2,4.0,"Woodway, Texas",2,2.4,98.0,1,0,0,31.52274,-97.23434,1,1,0,0,0,1,1,1,0,1,Texashike761
Woodlands Trail,https://www.alltrails.com/trail/us/texas/big-thicket-woodlands-trail?ref=result-card,1,4.0,Big Thicket National Preserve,1,5.2,164.0,1,0,0,30.67939,-94.6995,1,1,0,0,0,0,1,1,0,1,Texashike762
Warbler Trail via Laurel Trail,https://www.alltrails.com/trail/us/texas/warbler-trail-via-laurel-trail?ref=result-card,1,4.0,Wild Basin Wilderness Park,2,1.1,160.0,0,1,0,30.31057,-97.8242,0,0,0,1,0,0,1,0,0,1,Texashike763
Pollywog Pond Bird and Wildlife Sanctuary Loop,https://www.alltrails.com/trail/us/texas/pollywog-pond-bird-and-wildlife-sanctuary-loop?ref=result-card,2,5.0,Pollywog Pond Bird & Wildlife Sanctuary,2,2.0,22.0,1,0,0,27.863,-97.61219,0,1,0,0,1,1,1,1,0,1,Texashike764
Madrone Trail to Juniper Ridge Trail Loop,https://www.alltrails.com/trail/us/texas/madrone-trail-to-juniper-ridge-trail-loop?ref=result-card,2,4.5,Pedernales Falls State Park,2,7.9,275.0,1,0,0,30.28043,-98.24663,1,0,1,0,0,0,0,1,0,1,Texashike765
Violet Crown Trail: Convict Hill to Wildflower Center,https://www.alltrails.com/trail/us/texas/violet-crown-trail-convict-hill-to-wildflower-center?ref=result-card,2,4.0,"Austin, Texas",0,7.9,190.0,0,1,0,30.21651,-97.84717,0,0,0,0,1,0,0,0,0,0,Texashike766
Medipark Loop Trail,https://www.alltrails.com/trail/us/texas/medipark-loop-trail?ref=result-card,1,4.0,"Amarillo, Texas",1,1.5,82.0,1,0,0,35.20299,-101.91454,1,1,0,0,0,1,0,0,0,0,Texashike767
Wells Branch Trail,https://www.alltrails.com/trail/us/texas/wells-branch-trail?ref=result-card,1,4.5,"Austin, Texas",2,2.1,75.0,0,1,0,30.44977,-97.6795,1,1,0,0,0,0,0,0,0,0,Texashike768
"Elm Lake Trail, Spillway Trail, and Live Oak Trail Loop",https://www.alltrails.com/trail/us/texas/elm-lake-trail-spillway-trail-and-live-oak-trail-loop?ref=result-card,1,4.5,"Needville, Texas",2,4.9,55.0,1,0,0,29.37512,-95.59676,0,0,0,0,0,0,0,0,0,1,Texashike769
White Oak Loop,https://www.alltrails.com/trail/us/texas/white-oak-loop?ref=result-card,1,4.0,Brazos Bend State Park,2,1.7,16.0,1,0,0,29.37533,-95.58228,1,1,0,0,0,0,0,0,0,1,Texashike770
"Juniper, Sunflower, and Roho Grande Loop",https://www.alltrails.com/trail/us/texas/juniper-sunflower-and-roho-grande-loop?ref=result-card,2,4.0,Palo Duro Canyon State Park,2,6.1,318.0,1,0,0,34.95098,-101.66794,0,0,0,0,0,0,1,0,0,1,Texashike771
Yucca and Hillview Nature Trail Loop South,https://www.alltrails.com/trail/us/texas/yucca-and-hillview-nature-trail-loop-south?ref=result-card,1,4.5,Eisenhower Park,1,3.3,282.0,1,0,0,29.62159,-98.5733,1,1,0,0,0,0,0,0,0,0,Texashike772
Collins Park and Cypress Creek,https://www.alltrails.com/trail/us/texas/collins-park-and-cypress-creek?ref=result-card,1,4.5,Collins Park,2,2.2,29.0,0,1,0,30.01147,-95.50668,1,1,0,0,1,0,1,1,0,0,Texashike773
Montoya Canal,https://www.alltrails.com/trail/us/texas/montoya-canal--2?ref=result-card,1,4.0,"El Paso, Texas",1,12.5,42.0,0,1,0,31.81101,-106.5607,1,1,0,0,1,0,0,0,0,0,Texashike774
Windmill Nature Trail and Fate Bell Pictograph,https://www.alltrails.com/trail/us/texas/windmill-nature-trail-and-fate-bell-pictograph?ref=result-card,1,4.5,Seminole Canyon State Park and Historic Site,1,0.5,134.0,0,1,0,29.69997,-101.31271,1,1,0,0,0,0,0,0,0,0,Texashike775
Pioneer Trail,https://www.alltrails.com/trail/us/texas/pioneer-trail?ref=result-card,1,4.0,Village Creek State Park,3,11.4,239.0,0,0,1,32.7413,-97.17261,1,1,0,0,0,0,0,0,0,0,Texashike776
Port Jefferson History and Nature Center Trails,https://www.alltrails.com/trail/us/texas/jefferson-tx-municipal-history-and-nature-center-trails--2?ref=result-card,1,3.0,"Jefferson, Texas",2,1.1,9.0,0,1,0,32.75837,-94.34208,0,1,0,0,1,0,1,0,0,0,Texashike777
Manzanita Spring Trail,https://www.alltrails.com/trail/us/texas/manzanita-spring-trail?ref=result-card,1,3.5,Guadalupe Mountains National Park,2,0.5,13.0,0,1,0,31.90778,-104.8014,0,1,0,0,0,1,1,1,0,1,Texashike778
Trinity Strand Trail,https://www.alltrails.com/trail/us/texas/trinity-strand-trail?ref=result-card,1,4.0,"Dallas, Texas",2,2.5,0.0,0,0,1,32.80288,-96.84161,0,1,0,0,0,0,0,0,0,0,Texashike779
Kerrville-Schreiner Green Trail and Orange Trail Loop,https://www.alltrails.com/trail/us/texas/kerrville-schreiner-green-trail-and-orange-trail-loop?ref=result-card,1,4.5,Kerrville-Schreiner Park,2,3.1,203.0,1,0,0,30.00441,-99.12749,1,1,0,0,0,0,0,1,0,0,Texashike780
"Tejas Trail, Juniper Trail to the Bowl and Hunter Peak",https://www.alltrails.com/trail/us/texas/tejas-trail-juniper-trail-to-the-bowl-and-hunters-peak?ref=result-card,3,5.0,Guadalupe Mountains National Park,2,12.5,3293.0,1,0,0,31.89629,-104.82772,0,0,0,0,0,0,1,0,0,1,Texashike781
Red Oak Trail,https://www.alltrails.com/trail/us/texas/red-oak-trail?ref=result-card,1,4.0,Crownridge Canyon Natural Area,1,1.3,72.0,1,0,0,29.61628,-98.63063,0,1,0,0,0,0,1,1,0,1,Texashike782
Hueco Tanks Kiva Cave,https://www.alltrails.com/trail/us/texas/hueco-tanks-kiva-cave?ref=result-card,2,4.0,Hueco Tanks State Historical Park,2,0.6,121.0,0,1,0,31.9267,-106.04518,0,0,0,0,0,0,1,0,0,1,Texashike783
Hawk and Sunset Trail Loop,https://www.alltrails.com/trail/us/texas/hawk-and-sunset-trail-loop?ref=result-card,2,4.5,Tandy Hills Park,1,1.7,121.0,1,0,0,32.74536,-97.2782,1,1,0,0,0,0,0,0,0,0,Texashike784
Hidden Falls Adventure Park OHV Loop,https://www.alltrails.com/trail/us/texas/hidden-falls-adventure-park-ohv-loop?ref=result-card,2,4.5,Hidden Falls Adventure Park,3,6.2,918.0,0,0,1,30.61361,-98.15022,1,0,0,0,0,0,0,0,0,0,Texashike785
Wilderness and Spring Branch Trail Loop,https://www.alltrails.com/trail/us/texas/wilderness-and-spring-branch-trail-loop?ref=result-card,2,5.0,Hill Country State Natural Area,0,5.6,649.0,1,0,0,29.63353,-99.18449,1,0,1,0,0,0,0,1,0,0,Texashike786
NWCC Trails: South Loop,https://www.alltrails.com/trail/us/texas/nwcc-trails-south-loop?ref=result-card,2,4.5,Huntsville State Park,2,8.5,318.0,1,0,0,30.6196,-95.53539,0,0,0,0,0,0,0,1,0,1,Texashike787
Arroyo Hike and Bike Trail,https://www.alltrails.com/trail/us/texas/arroyo-hike-and-bike-trail?ref=result-card,2,4.5,"Harlingen, Texas",2,3.7,98.0,0,1,0,26.18029,-97.67944,1,0,0,0,1,0,1,1,0,1,Texashike788
Loblolly Loop Trail,https://www.alltrails.com/trail/us/texas/loblolly-loop-trail?ref=result-card,1,3.5,Camp Mohawk County Park,1,1.0,32.0,1,0,0,29.33797,-95.28964,1,1,0,0,1,0,1,0,0,1,Texashike789
White Rock Trail,https://www.alltrails.com/trail/us/texas/white-rock-trail?ref=result-card,1,4.0,White Rock Trail Park,0,1.4,39.0,1,0,0,33.01947,-96.80881,1,1,0,0,0,0,0,0,0,0,Texashike790
Palmetto Trail to Obeservation Point Trail,https://www.alltrails.com/trail/us/texas/palmetto-trail-to-obeservation-point-trail?ref=result-card,1,4.0,Dwight D Eisenhower Park,2,1.6,13.0,1,0,0,29.90984,-95.13565,1,1,0,0,0,0,0,1,0,0,Texashike791
Greenway Primitive at Bee Cave Red Trail,https://www.alltrails.com/trail/us/texas/greenway-primitive-trails-red-trail?ref=result-card,2,4.0,Greenway Primitive Trails at Bee Cave,1,1.5,154.0,1,0,0,30.31941,-97.9955,1,1,0,0,0,0,1,0,0,1,Texashike792
Big Thicket - Turkey Creek Trail,https://www.alltrails.com/trail/us/texas/big-thicket-turkey-creek-trail?ref=result-card,1,4.0,Big Thicket National Preserve,0,3.4,26.0,0,1,0,30.52206,-94.34692,1,1,0,0,0,0,0,0,0,0,Texashike793
"Bamberger Trail, Curry Creek Overlook Trail, and Golden-cheeked Warbler Loop",https://www.alltrails.com/trail/us/texas/bamberger-trail-curry-creek-overlook-trail-and-golden-cheeked-warbler-loop?ref=result-card,1,4.5,Guadalupe River State Park,2,3.5,134.0,1,0,0,29.8854,-98.49668,1,1,0,0,1,0,0,0,0,0,Texashike794
Spring Creek Park Loop,https://www.alltrails.com/trail/us/texas/spring-creek-park-loop?ref=result-card,1,4.5,Spring Creek Park,0,1.5,62.0,1,0,0,30.10375,-95.65293,1,1,0,0,0,0,0,0,0,0,Texashike795
Laguna Madre Nature Trail,https://www.alltrails.com/trail/us/texas/laguna-madre-nature-trail?ref=result-card,1,4.0,South Padre Island Birding and Nature Center,2,1.1,16.0,1,0,0,26.14111,-97.1744,0,1,0,0,0,0,0,0,0,1,Texashike796
"Blue Jay, Anthills, and Quail Trail Loop",https://www.alltrails.com/trail/us/texas/blue-jay-anthills-and-quail-trail-loop?ref=result-card,2,4.5,Terry Hershey Park,2,4.8,118.0,1,0,0,29.78049,-95.62445,1,1,0,0,1,0,1,0,0,0,Texashike797
Baines Creek Trail,https://www.alltrails.com/trail/us/texas/baines-creek-trail?ref=result-card,1,3.5,Fort Parker State Park,1,4.8,288.0,0,1,0,31.58732,-96.52779,1,1,0,0,0,1,0,1,0,1,Texashike798
Herman Brown Park,https://www.alltrails.com/trail/us/texas/herman-brown-park?ref=result-card,1,4.0,Herman Brown Park,2,2.0,6.0,1,0,0,29.78281,-95.24574,1,1,0,0,1,1,0,1,0,1,Texashike799
Hickory Creek Trail,https://www.alltrails.com/trail/us/texas/hickory-creek-trail?ref=result-card,1,4.0,Pilot Knoll Park,1,2.1,39.0,1,0,0,33.10892,-97.0777,1,1,0,0,1,0,0,0,0,1,Texashike800
Redbud Trail,https://www.alltrails.com/trail/us/texas/redbud-trail?ref=result-card,1,3.5,Lewisville Lake Environmental Learning Area,1,1.9,26.0,1,0,0,33.06569,-96.97531,0,1,1,0,1,0,1,1,0,1,Texashike801
Resler Canyon,https://www.alltrails.com/trail/us/texas/resler-canyon?ref=result-card,1,4.0,"El Paso, Texas",1,2.1,111.0,0,1,0,31.83297,-106.54329,1,0,0,0,0,0,1,1,0,0,Texashike802
Big O.P. Trail and Sleeper Trail Loop,https://www.alltrails.com/trail/us/texas/big-op-and-sleeper-trail-loop?ref=result-card,1,5.0,O.P. Schnabel Park,3,3.0,95.0,1,0,0,29.5357,-98.64178,1,1,0,0,0,0,1,0,0,0,Texashike803
Bear Creek Pioneers Park: Equestrian and Nature Trail,https://www.alltrails.com/trail/us/texas/bear-creek-pioneers-park-equestrian-and-nature-trail?ref=result-card,1,3.5,Bear Creek Pioneers Park,1,2.6,9.0,1,0,0,29.82575,-95.63358,0,1,0,0,0,0,0,1,0,1,Texashike804
Little Lake Creek Wilderness South Loop,https://www.alltrails.com/trail/us/texas/little-lake-creek-wilderness-south-loop?ref=result-card,2,4.0,Little Lake Creek Wilderness,2,8.3,380.0,1,0,0,30.48264,-95.71266,1,0,0,0,0,0,1,1,1,1,Texashike805
Barber Hills Trail,https://www.alltrails.com/trail/us/texas/barber-hills-trail?ref=result-card,2,4.0,Pat Mayse State Park,1,10.0,521.0,1,0,0,33.84384,-95.53155,1,1,1,0,0,1,0,1,0,1,Texashike806
Big Cedar Sunset Trail,https://www.alltrails.com/trail/us/texas/big-cedar-sunset-trail?ref=result-card,2,3.5,Big Cedar Wilderness,2,2.7,383.0,1,0,0,32.64799,-96.95921,0,1,0,0,0,0,1,1,0,0,Texashike807
San Antonio Quarry Market Walk Loop,https://www.alltrails.com/trail/us/texas/san-antonio-quarry-market-walk-loop?ref=result-card,2,4.0,Olmos Basin Park,2,6.5,311.0,1,0,0,29.49693,-98.48134,1,0,0,0,0,0,0,0,0,1,Texashike808
Lone Star Hiking Trail from Double Lake Recreation Area,https://www.alltrails.com/trail/us/texas/lone-star-hiking-trail-from-double-lake-recreation-area?ref=result-card,2,4.0,Double Lake Recreation Area,2,9.6,282.0,0,1,0,30.54656,-95.13183,1,0,0,0,0,0,1,1,0,0,Texashike809
Fort Hood Trailblazers Mountain Bike Trail,https://www.alltrails.com/trail/us/texas/fort-hood-trailblazers-mountain-bike-trail?ref=result-card,2,3.5,"Killeen, Texas",2,3.4,134.0,1,0,0,31.14116,-97.566,1,1,0,0,0,0,0,0,0,1,Texashike810
Guadalupe Pass: Salt Flat to McKittrick Canyon,https://www.alltrails.com/trail/us/texas/guadalupe-pass-salt-flat-to-mckittrick-canyon?ref=result-card,2,4.0,Guadalupe Mountains National Park,1,31.6,2805.0,0,0,1,31.74306,-105.09144,0,1,1,0,0,0,0,0,0,0,Texashike811
"Equestrian, Blue Hole and Limestone Ledge Loop",https://www.alltrails.com/trail/us/texas/equestrian-blue-hole-and-limestone-ledge-loop?ref=result-card,1,4.0,Dinosaur Valley State Park,2,3.0,111.0,1,0,0,32.24787,-97.81679,1,1,0,0,1,0,1,1,0,1,Texashike812
Village Creek Trail,https://www.alltrails.com/trail/us/texas/village-creek-trail-village-creek-state-park?ref=result-card,1,4.0,Big Thicket National Preserve,1,2.9,45.0,1,0,0,30.25128,-94.17549,1,1,0,0,1,0,0,0,0,0,Texashike813
Crystal Canyon,https://www.alltrails.com/trail/us/texas/crystal-canyon?ref=result-card,1,4.0,Crystal Canyon Nature Reserve,2,0.4,22.0,1,0,0,32.77514,-97.09412,1,1,0,0,0,0,0,0,0,1,Texashike814
River Road OHV Trail,https://www.alltrails.com/trail/us/texas/river-road-4x4-trail?ref=result-card,2,4.0,Big Bend National Park,1,78.2,2867.0,0,0,1,29.14732,-103.49104,0,0,1,0,1,0,0,1,0,1,Texashike815
"Indian Creek, Bobcat, and Great Blue Heron Trails Loop",https://www.alltrails.com/trail/us/texas/trophy-club-park-ranch-trail?ref=result-card,1,4.0,Trophy Club Park,2,1.9,85.0,1,0,0,33.00464,-97.15714,1,1,0,0,0,1,0,0,0,1,Texashike816
Yetti Creek Loop,https://www.alltrails.com/trail/us/texas/yetti-creek-loop?ref=result-card,2,4.5,"Austin, Texas",0,1.7,49.0,1,0,0,30.43157,-97.73427,0,1,0,0,0,0,0,0,0,0,Texashike817
Shoveler Pond Trail,https://www.alltrails.com/trail/us/texas/shoveler-pond-trail?ref=result-card,1,4.0,Anahuac National Wildlife Refuge,1,4.1,0.0,1,0,0,29.6134,-94.53399,0,1,0,0,0,1,0,1,0,1,Texashike818
Rio Bosque Loop,https://www.alltrails.com/trail/us/texas/rio-bosque-loop?ref=result-card,1,4.0,Rio Bosque Wetlands,1,2.1,6.0,1,0,0,31.63862,-106.30104,1,1,0,0,1,1,1,1,0,1,Texashike819
Sunset Valley Loop,https://www.alltrails.com/trail/us/texas/sunset-valley-loop?ref=result-card,1,4.5,"Austin, Texas",2,1.7,49.0,1,0,0,30.22434,-97.82347,0,1,0,0,0,0,0,1,0,0,Texashike820
Flintridge Bike Trail,https://www.alltrails.com/trail/us/texas/flintridge-bike-trail?ref=result-card,2,4.5,George Mitchell Preserve,2,3.4,52.0,1,0,0,30.16267,-95.51792,1,1,0,0,0,0,0,0,0,0,Texashike821
UT Tyler Mountain Bike Trails,https://www.alltrails.com/trail/us/texas/ut-tyler-mountain-bike-trails?ref=result-card,2,3.5,"Tyler, Texas",2,3.3,190.0,1,0,0,32.31259,-95.25184,1,1,0,0,0,0,1,1,0,1,Texashike822
Ratcliff Lake Trail,https://www.alltrails.com/trail/us/texas/ratcliff-lake-trail?ref=result-card,2,4.0,Davy Crockett National Forest,1,2.8,137.0,1,0,0,31.39188,-95.15579,1,0,1,0,0,1,1,1,0,1,Texashike823
Blue Heron and Blue Stem Loop,https://www.alltrails.com/trail/us/texas/blue-heron-and-blue-stem-loop?ref=result-card,2,4.5,Spring Lake Reserve,2,1.2,150.0,1,0,0,29.90361,-97.92953,1,1,0,0,0,0,1,1,0,1,Texashike824
Cooper Lake State Parks Trail,https://www.alltrails.com/trail/us/texas/cooper-lake-state-parks-trail?ref=result-card,2,4.0,Cooper Lake State Park,2,6.3,377.0,1,0,0,33.28621,-95.68099,1,0,0,0,0,0,0,1,0,0,Texashike825
Jordon Park Trail,https://www.alltrails.com/trail/us/texas/jordon-park-trail?ref=result-card,2,3.5,Ray Roberts Lake State Park,1,3.0,242.0,0,1,0,33.40603,-96.99965,1,1,0,0,0,1,1,1,0,0,Texashike826
Springfield Nature Trail,https://www.alltrails.com/trail/us/texas/springfield-nature-trail?ref=result-card,1,4.0,Fort Parker State Park,1,2.6,108.0,1,0,0,31.59739,-96.53585,1,1,0,0,0,1,0,1,0,0,Texashike827
Big Bend OHV Route,https://www.alltrails.com/trail/us/texas/big-bend-ohv-route?ref=result-card,2,0.0,Big Bend Ranch State Park,0,148.3,8064.0,1,0,0,29.69756,-103.16978,0,0,0,0,1,0,0,0,0,0,Texashike828
Arroyo Vista and the Ledge Loop,https://www.alltrails.com/trail/us/texas/arroyo-vista-and-the-ledge-loop?ref=result-card,1,4.0,Wild Basin Wilderness Park,2,1.0,95.0,1,0,0,30.31059,-97.82389,0,0,0,0,0,0,0,0,0,1,Texashike829
Highland Village Wichita Forest trail,https://www.alltrails.com/trail/us/texas/highland-village-wichita-forest-trail?ref=result-card,1,3.5,"Lewisville, Texas",1,1.0,32.0,1,0,0,33.09387,-97.04283,1,1,0,0,0,1,0,1,0,1,Texashike830
Neches Bluff Trail,https://www.alltrails.com/trail/us/texas/neches-bluff-trail?ref=result-card,1,4.0,Davy Crockett National Forest,1,4.8,314.0,0,1,0,31.56693,-95.16356,1,1,1,0,0,0,0,0,0,0,Texashike831
Lake Somerville Trail,https://www.alltrails.com/trail/us/texas/lake-somerville-trail?ref=result-card,1,3.5,Lake Somerville State Parks & Trailway,2,7.9,272.0,1,0,0,30.30865,-96.61986,1,1,1,0,0,1,1,1,0,1,Texashike832
Hagerman - Meadow Pond Trail,https://www.alltrails.com/trail/us/texas/hagerman-meadow-pond-trail?ref=result-card,1,4.0,Hagerman National Wildlife Refuge,1,6.1,111.0,0,1,0,33.72084,-96.77917,1,1,0,0,0,0,0,1,0,1,Texashike833
Colorado Bend Loop,https://www.alltrails.com/trail/us/texas/colorado-bend-loop?ref=result-card,2,4.5,Colorado Bend State Park,2,4.9,600.0,1,0,0,31.04115,-98.48537,0,0,0,0,0,0,1,0,0,1,Texashike834
Whitetail Run,https://www.alltrails.com/trail/us/texas/whitetail-run?ref=result-card,1,4.0,Belterra Recreation Center,1,2.5,108.0,0,1,0,30.19366,-97.98113,1,1,0,0,0,0,0,0,0,0,Texashike835
Salado Greenway from Walker Ranch,https://www.alltrails.com/trail/us/texas/salado-greenway-from-walker-ranch?ref=result-card,1,4.5,Walker Ranch Park,2,9.8,259.0,0,1,0,29.55631,-98.49936,1,1,0,0,1,0,0,0,0,0,Texashike836
Rawhide Park Trail,https://www.alltrails.com/trail/us/texas/rawhide-park-trail?ref=result-card,1,4.0,Rawhide Park,1,4.5,78.0,1,0,0,32.93365,-96.87337,1,1,0,0,1,0,0,0,0,1,Texashike837
Sand Branch Trail Overnighter,https://www.alltrails.com/trail/us/texas/sand-branch-trail-overnighter?ref=result-card,1,4.5,Little Lake Creek Wilderness,2,11.7,561.0,1,0,0,30.53876,-95.78492,1,0,0,0,0,0,0,0,1,1,Texashike838
Kleb Woods South,https://www.alltrails.com/trail/us/texas/kleb-woods-south?ref=result-card,1,4.5,Kleb Woods Nature Preserve,2,1.0,9.0,1,0,0,30.07213,-95.73977,0,0,0,0,0,0,0,0,0,1,Texashike839
Endeavor Bridgeport Adventure Park Loop,https://www.alltrails.com/trail/us/texas/endeavor-bridgeport-adventure-park-loop?ref=result-card,2,4.5,Endeavor Bridgeport Adventure Park,1,9.0,406.0,1,0,0,33.23164,-97.78299,0,1,0,0,0,0,1,1,0,0,Texashike840
Paint Gap Road,https://www.alltrails.com/trail/us/texas/paint-gap-road?ref=result-card,1,3.5,Big Bend National Park,1,7.6,390.0,0,1,0,29.3585,-103.2919,0,0,0,0,0,0,1,0,0,1,Texashike841
Abilene State Park Trail,https://www.alltrails.com/trail/us/texas/abilene-state-park-trail?ref=result-card,1,4.0,Abilene State Park,0,0.7,9.0,1,0,0,32.23386,-99.88258,1,1,0,0,0,0,0,0,0,1,Texashike842
Cedar Brake Outer Loop to Black-Capped Vireo to Scenic Overlook Trail,https://www.alltrails.com/trail/us/texas/cedar-brake-outer-loop-to-black-capped-vireo-to-scenic-overlook-trail?ref=result-card,1,4.5,Dinosaur Valley State Park,2,2.4,219.0,1,0,0,32.25341,-97.81804,1,1,0,0,1,0,0,1,0,1,Texashike843
Olmos Park Area Trails,https://www.alltrails.com/trail/us/texas/olmos-park-area-trails?ref=result-card,1,3.5,Olmos Basin Park,1,0.9,29.0,1,0,0,29.47926,-98.48024,1,1,0,0,0,0,0,0,0,0,Texashike844
Great Blue Heron,https://www.alltrails.com/trail/us/texas/great-blue-heron?ref=result-card,1,4.0,Trophy Club Park,1,5.1,203.0,0,1,0,33.0047,-97.15699,1,1,0,0,0,0,0,0,0,1,Texashike845
Whites Branch Park Trail,https://www.alltrails.com/trail/us/texas/whites-branch-park-trail?ref=result-card,1,4.0,Whites Branch Park,1,2.7,49.0,0,1,0,32.86055,-97.26955,1,1,0,0,1,0,0,1,0,1,Texashike846
Brazos Bend Hike,https://www.alltrails.com/trail/us/texas/brazos-bend-hike?ref=result-card,1,4.5,Brazos Bend State Park,1,2.4,75.0,0,1,0,29.37409,-95.5807,0,0,0,0,1,0,0,1,0,1,Texashike847
Blackie Chesher Park Loop,https://www.alltrails.com/trail/us/texas/blackie-chesher-park-loop?ref=result-card,1,5.0,Blackie Chesher Park,2,1.6,49.0,1,0,0,31.71165,-106.30381,1,1,0,0,0,0,0,0,0,0,Texashike848
Allen Park Trail,https://www.alltrails.com/trail/us/texas/allen-park-trail?ref=result-card,1,4.0,Allen Park,2,0.7,101.0,1,0,0,30.345,-97.75482,0,1,0,0,0,0,1,1,0,1,Texashike849
"Johnnie, Twin Bridges River Trail Short Loop",https://www.alltrails.com/trail/us/texas/johnnie-twin-bridges-river-trail-short-loop?ref=result-card,1,4.5,Cameron Park,2,0.7,108.0,1,0,0,31.58851,-97.15653,0,1,0,0,1,0,0,0,0,1,Texashike850
"Memorial Park Yellow, Orange and Blue Trail Loop",https://www.alltrails.com/trail/us/texas/memorial-park-yellow-orange-and-blue-trail-loop?ref=result-card,1,4.5,Memorial Park,1,2.4,52.0,1,0,0,29.76512,-95.44518,1,1,0,0,1,0,1,1,0,1,Texashike851
Roadrunner and Centipede Loop,https://www.alltrails.com/trail/us/texas/roadrunner-and-centipede-loop?ref=result-card,1,4.5,Spring Lake Reserve,1,1.5,157.0,1,0,0,29.90026,-97.947,1,1,0,0,1,0,1,1,0,1,Texashike852
"Wild Horse Creek, Highway, and Campos Trail Loop",https://www.alltrails.com/trail/us/texas/wild-horse-creek-highway-and-campos-trail-loop?ref=result-card,1,4.5,Garner State Park,2,3.3,508.0,1,0,0,29.58814,-99.74425,1,0,0,0,0,0,0,1,0,0,Texashike853
Onion Creek Greenbelt Trail,https://www.alltrails.com/trail/us/texas/onion-creek-greenbelt-trail?ref=result-card,2,4.0,Onion Creek Metropolitan Park,0,2.3,49.0,0,1,0,30.17172,-97.74361,1,1,0,0,0,0,0,0,0,0,Texashike854
West Lake Trail,https://www.alltrails.com/trail/us/texas/west-lake-trail?ref=result-card,1,4.0,Santa Ana National Wildlife Refuge,2,4.0,9.0,1,0,0,26.08213,-98.13564,0,1,0,0,0,0,1,1,0,1,Texashike855
Live Oak Loop,https://www.alltrails.com/trail/us/texas/live-oak-loop?ref=result-card,1,4.0,"Austin, Texas",1,2.3,134.0,1,0,0,30.17904,-97.97846,1,1,0,0,0,0,0,0,0,0,Texashike856
Village Creek Historical Area Trail,https://www.alltrails.com/trail/us/texas/village-creek-historical-area-trail?ref=result-card,1,4.5,Village Creek State Park,0,5.7,141.0,0,1,0,32.74142,-97.17266,1,1,0,0,0,0,0,0,0,0,Texashike857
Fort Sam Houston Hike Loop,https://www.alltrails.com/trail/us/texas/fort-sam-houston-hike-loop?ref=result-card,1,4.0,San Antonio Botanical Center,0,5.7,108.0,1,0,0,29.46242,-98.45146,1,1,0,0,0,0,0,0,0,0,Texashike858
Tangle of Trail and Mark's Art Loop,https://www.alltrails.com/trail/us/texas/tangle-of-trail-and-marks-art-loop?ref=result-card,1,4.0,Walnut Creek Metropolitan Park,2,2.8,196.0,1,0,0,30.40121,-97.68467,1,1,0,0,0,0,0,0,0,0,Texashike859
Skink Link and Exogyrta Loop ,https://www.alltrails.com/trail/us/texas/skink-link-and-exogyrta-loop?ref=result-card,1,4.5,Spring Lake Reserve,2,2.1,196.0,1,0,0,29.89551,-97.92884,0,0,0,0,0,0,0,0,0,1,Texashike860
Benbrook Lake Trail,https://www.alltrails.com/trail/us/texas/benbrook-lake-trail?ref=result-card,1,3.0,Holiday Park,1,7.0,252.0,1,0,0,32.65878,-97.48356,1,1,0,0,0,1,1,1,0,1,Texashike861
